Org|OrgSector|RverMonthYear|RverReviewer|RverPosition|RverLoc|RverRecom|RvReviewAbout|RvScore|RvComment
BASF SE|Chemie|May 2019|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei BASF in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Gleichberechtigung|4|Diversity and Inclusion sind ein groÃŸes Thema
BASF SE|Chemie|April 2019|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei BASF Coatings Services GmbH in Dortmund gearbeitet.|Nicht empfohlen|Gleichberechtigung|2|Nach dem Mutterschutz werden Stellen in anderen BundeslÃ¤ndern angeboten, kein Chance auf flexibele Arbeitszeiten (mehr-oder weniger Stunden)
BASF SE|Chemie|April 2019|3|Werkstudent/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei BASF Business Services GmbH (former BASF IT Services GmbH) in Ludwigshafen gearbeitet.|Empfohlen|Kollegenzusammenhalt|4|Der Zusammenhalt in den Abteilungen und Teams ist sehr gut und auch darÃ¼ber hinaus sind schnell Kontakte zu anderen Arbeitsbereichen geknÃ¼pft. Allerdings zeigt sich auch an dieser Stelle die Problematik der Kommunikation zum Hauptkonzern: So ist die UnterstÃ¼tzung und Anerkennung besonders auf der Seite des Hauptkonzerns fÃ¼r die Kollegen der Gruppengesellschaft oft nicht besonders hoch und teils von Vorurteilen geprÃ¤gt.
BASF SE|Chemie|April 2019|3|Werkstudent/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei BASF Business Services GmbH (former BASF IT Services GmbH) in Ludwigshafen gearbeitet.|Empfohlen|Umwelt-/Sozialbewusstsein|4|Das Portfolio an Sozialleistungen ist sehr umfangreich. So werden neben Vorsorgebezuschussungen auch diverse FreizeitaktivitÃ¤ten und Sozialberatungsstellen angeboten. Auch der flexible und unterstÃ¼tzende Umgang mit Elternzeiten etc. fÃ¤llt immer wieder positiv auf. Ein umfangreicher Pool an Elektrofahrzeugen zur MobilitÃ¤t im weitlÃ¤ufigen Firmenumfeld wirkt sich positiv auf die vermutlich nicht ganz reine Ã–kobilanz des Unternehmens aus.
BASF SE|Chemie|April 2019|4|Ex-Angestellte/r oder Arbeiter/in|Hat bei BASF in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|nicht gegenÃ¼ber Schwerdehinderten und Menschen mit anderer sexuellen Orientierung
BASF SE|Chemie|April 2019|4|Ex-Angestellte/r oder Arbeiter/in|Hat bei BASF in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|nicht gegenÃ¼ber Schwerdehinderten und Menschen mit anderer sexuellen Orientierung
BASF SE|Chemie|April 2019|4|Ex-Angestellte/r oder Arbeiter/in|Hat bei BASF in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Work-Life-Balance|1|Keine RÃ¼cksicht auf schwerbehinderte Menschen, obwohl BASF vorgibt, schwerdehindertenfreundlich zu sein. Ãœberstunden und wenig Pausen sind die Regel; keine RÃ¼cksicht auf Termine, die fÃ¼r die Erhaltung der Gesundheit wichtig sind.
BASF SE|Chemie|April 2019|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei BASF in Berlin gearbeitet.|Empfohlen|Gleichberechtigung|4|Ich sehe keinen Unterschied, GerÃ¼chte sagen natÃ¼rlich was anderes.
BASF SE|Chemie|April 2019|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei BASF in Berlin gearbeitet.|Empfohlen|Gleichberechtigung|4|Ich sehe keinen Unterschied, GerÃ¼chte sagen natÃ¼rlich was anderes.
BASF SE|Chemie|April 2019|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei BASF in Berlin gearbeitet.|Empfohlen|Umgang mit Ã¤lteren Kollegen|4|Oftmals ist ein Rat eines Ã¤lteren Kollegen, welcher schon lÃ¤nger im Unternehmen da ist, besser als von einer jungen Arbeitskraft!
BASF SE|Chemie|April 2019|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Overall|2.8|BASF - Kultur im AbwÃ¤rtstrend
BASF SE|Chemie|March 2019|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei BASF Schwarzheide GmbH in Schwarzheide gearbeitet.|Empfohlen|Gleichberechtigung|4|die Gleichberechtigung, wird nicht von allen Kollegen am Standort gelebt und es gibt auf jeden Fall noch starken Verbesserungsbedarf, generell aber gut
BASF SE|Chemie|March 2019|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei BASF Schwarzheide GmbH in Schwarzheide gearbeitet.|Empfohlen|Gleichberechtigung|4|die Gleichberechtigung, wird nicht von allen Kollegen am Standort gelebt und es gibt auf jeden Fall noch starken Verbesserungsbedarf, generell aber gut
BASF SE|Chemie|March 2019|2|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei BASF Coatings GmbH in MÃ¼nster gearbeitet.|Empfohlen|Gleichberechtigung|5|Equal Pay ist hier keine Thema
BASF SE|Chemie|March 2019|5|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Administration / Verwaltung bei basf colors&Effects gmbh in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|ArbeitsatmosphÃ¤re|2|"Am vielen Stellen ist die Personaldecke unterkritisch oder mit unerfahrenen ""Learning on the Job"" Kollegen besetzt, sodass viele Prozesse stocken und GeschÃ¤ft verloren geht. Das hebt die Stimmung nicht wirklich."
BASF SE|Chemie|March 2019|5|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Administration / Verwaltung bei basf colors&Effects gmbh in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Gleichberechtigung|5|Ja, Gleichberechtigung gibts.
BASF SE|Chemie|March 2019|5|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Administration / Verwaltung bei basf colors&Effects gmbh in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Gleichberechtigung|5|Ja, Gleichberechtigung gibts.
BASF SE|Chemie|March 2019|7|Ex-Zeitarbeiter/in|Hat im Bereich IT bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Gleichberechtigung|4|they try, they try but it`s not obvious
BASF SE|Chemie|March 2019|7|Ex-Zeitarbeiter/in|Hat im Bereich IT bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Umgang mit Ã¤lteren Kollegen|2|actual situation is that they want to get rid of them
BASF SE|Chemie|March 2019|7|Ex-Zeitarbeiter/in|Hat im Bereich IT bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Work-Life-Balance|4|you have to take care of yourself so that you did not got consumed completely by your tasks
BASF SE|Chemie|March 2019|9|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Recht / Steuern bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Overall|2.2|PersonalfÃ¼hrung viel Potential, WertzschÃ¤tzung und Kommunikation stark ausbaufÃ¤hig, heimliche Anbietung von Aufhebungsve
BASF SE|Chemie|March 2019|9|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Recht / Steuern bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Gleichberechtigung|4|Aus meiner mÃ¤nnlichen Sicht, absolute Gleichberechtigung, Frauen eher bevorzugt bei Karriere Entwicklung und FÃ¼hrungspositionen. Ist aber ok, da unterreprÃ¤sentiert und bis auf hÃ¶chste Ebenen meist sehr kompetent.
BASF SE|Chemie|March 2019|9|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Recht / Steuern bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Gleichberechtigung|4|Aus meiner mÃ¤nnlichen Sicht, absolute Gleichberechtigung, Frauen eher bevorzugt bei Karriere Entwicklung und FÃ¼hrungspositionen. Ist aber ok, da unterreprÃ¤sentiert und bis auf hÃ¶chste Ebenen meist sehr kompetent.
BASF SE|Chemie|March 2019|9|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Recht / Steuern bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Umgang mit Ã¤lteren Kollegen|3|Kein Unterschied, die Rubrik verwundert mich. Ob die Anbietung von AufhebungsvertrÃ¤gen pos oder neg zu werten ist, hÃ¤ngt von der persÃ¶nlichen Situation ab. Neg, dass es nicht kommuniziert wird und Betriebsrat nicht vor an informiert war. Zeigt von keiner guten Kommunikation.
BASF SE|Chemie|March 2019|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|ArbeitsatmosphÃ¤re|2|Unklare Situation, Personalreduzierung
BASF SE|Chemie|March 2019|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Umgang mit Ã¤lteren Kollegen|1|Werden AufhebungsvertrÃ¤ge angeboten, zu alt zu teuer
BASF SE|Chemie|February 2019|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei BASF Business Services GmbH (former BASF IT Services GmbH) in Ludwigshafen gearbeitet.|Nicht empfohlen|Umgang mit Ã¤lteren Kollegen|1|Bei Ã¤ltere Kollegen wirddurch stÃ¤ndige Ã„nderung ihrer Aufgaben versucht sie in den vorzeitigen Ruhestand zu drÃ¤ngen. Kein MA ist Ã¤lter als 60 Jahre
BASF SE|Chemie|February 2019|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei BASF in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|- MÃ¼tter, die in einen Teilzeitvertrag wechselten, schaffen es Ã¼ber Jahrzehnte nicht wieder in einen unbefristeten Vollzeitvertrag zu kommen. Falls es Ã¼berhaupt gelingt. -Danach werden sie als ManÃ¶vermasse benutzt. Sprich in Krisenzeiten, landen sie wieder in der TZ
BASF SE|Chemie|February 2019|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei BASF Services Europe GmbH in Berlin gearbeitet.|Nicht empfohlen|Gleichberechtigung|3|Medium.
BASF SE|Chemie|February 2019|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei BASF Services Europe GmbH in Berlin gearbeitet.|Nicht empfohlen|Umwelt-/Sozialbewusstsein|3|Kann ich nicht erkennen, deswegen 3 Sterne.
BASF SE|Chemie|February 2019|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei BASF Services Europe GmbH in Berlin gearbeitet.|Nicht empfohlen|Work-Life-Balance|3|Teils sehr hoher Workload. Homeoffice /Flexible Arbeitszeiten werden angeboten und erleichtert die Vereinbarkeit von Beruf und Kind / Privatleben. Allerdings sehe ich in manchen Abteilungen, dass HO von FÃ¼hrungskrÃ¤ften nicht erwÃ¼nscht ist, obwohl die Arbeit dies zulÃ¤sst (??).
BASF SE|Chemie|February 2019|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei BASF Coatings GmbH in MÃ¼nster gearbeitet.|Nicht empfohlen|Gleichberechtigung|2|Es lÃ¤uft das Programm Frauen steigen auf auch wenn es bessere Kanidaten gibt.
BASF SE|Chemie|February 2019|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei BASF in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|Psuedogleichberechtigung
BASF SE|Chemie|January 2019|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei BASF in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Overall|4.3|Guter Arbeitgeber, faire Bezahlung, in der Region angesehen.
BASF SE|Chemie|January 2019|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei BASF in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Gleichberechtigung|5|Sehr gute Gleichberechtigung zwischen Mann und Frau.
BASF SE|Chemie|January 2019|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei BASF in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Gleichberechtigung|5|Sehr gute Gleichberechtigung zwischen Mann und Frau.
BASF SE|Chemie|January 2019|9|Ex-Zeitarbeiter/in|Hat bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Gleichberechtigung|5|Ok, da gibtÂ´s 5 Sterne. Kein Grund je zu meckern.
BASF SE|Chemie|January 2019|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei BASF Services Europe GmbH in Berlin gearbeitet.|Nicht empfohlen|Gleichberechtigung|3|Meiner Meinung nach OK
BASF SE|Chemie|December 2018|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei BASF in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Umwelt-/Sozialbewusstsein|4|Man hat GlÃ¼ck, wenn man noch einen alten Vertag hat.
BASF SE|Chemie|December 2018|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei BASF in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Gleichberechtigung|2|Soll es in einigen Bereichen wirklich geben. Aber in anderen Bereichen ist dies Wunschdenken.
BASF SE|Chemie|December 2018|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei BASF in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Umgang mit Ã¤lteren Kollegen|2|Ã¤ltere Kollegen wurden JÃ¼ngeren Vorgesetzten kaltgestellt, sodass Sie letztendlich resigniert haben und in den Ruhestand gingen. FÃ¼r die anderen bleibt/blieb nur der gang zum Psychologen.
BASF SE|Chemie|December 2018|5|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Finanzen / Controlling bei BASF Services Europe GmbH in Berlin gearbeitet.|Nicht empfohlen|Umgang mit Ã¤lteren Kollegen|1|Werden rausgedrÃ¤ngt. First in first out wird angewendet und die Alten sind Kalk.
BASF SE|Chemie|November 2018|6|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Personal / Aus- und Weiterbildung bei BASF Services Europe GmbH in Berlin gearbeitet.|Nicht empfohlen|Gleichberechtigung|3|An sich gibt es viele Frauen in den FÃ¼hrungspositionen, das ist lobenswert. Jedoch habe ich das GefÃ¼hl gehabt, dass MÃ¤nner immer vor den Frauen einen unbefristeten Arbeitsvertrag bekommen haben.
BASF SE|Chemie|October 2018|9|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|Als Frau mit Migrationshintergrund hat man momentan die Besten Aufstiegschancen.
BASF SE|Chemie|October 2018|9|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|Als Frau mit Migrationshintergrund hat man momentan die Besten Aufstiegschancen.
BASF SE|Chemie|October 2018|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Logistik / Materialwirtschaft bei BASF in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|ArbeitsatmosphÃ¤re|1|Wer auf Selbstverwirklichung und einen zufriedenstellenden, interessanten Arbeitsplatz hofft, ist definitiv nicht im richtigen Unternehmen. Ich wechselte vor einigen Jahren von einem Konzern in Walldorf in die BASF, in der Hoffnung dort Ã¤hnliche Strukturen vorzufinden. Ich kann definitiv sagen, daÃŸ man in einen alten, Hierarchie getriebenen, verstaubten und auf Vitamin B strukturierten Laden kommt.
BASF SE|Chemie|October 2018|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Logistik / Materialwirtschaft bei BASF Leuna GmbH in Leuna gearbeitet.|Nicht empfohlen|Gleichberechtigung|3|...wie ich schon erwÃ¤hnte die Beziehungsebene...im groÃŸen und ganzen was Frauen, MÃ¤nner, Religion etc. betrifft werden alle gleichberechtigt behandelt. Nur schauen wir tiefer in die verschiedenen Bereiche geht es doch nach der schÃ¶nsten Nasenspitze.
BASF SE|Chemie|October 2018|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Logistik / Materialwirtschaft bei BASF Leuna GmbH in Leuna gearbeitet.|Nicht empfohlen|Gleichberechtigung|3|...wie ich schon erwÃ¤hnte die Beziehungsebene...im groÃŸen und ganzen was Frauen, MÃ¤nner, Religion etc. betrifft werden alle gleichberechtigt behandelt. Nur schauen wir tiefer in die verschiedenen Bereiche geht es doch nach der schÃ¶nsten Nasenspitze.
BASF SE|Chemie|October 2018|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Logistik / Materialwirtschaft bei BASF Leuna GmbH in Leuna gearbeitet.|Nicht empfohlen|Umgang mit Ã¤lteren Kollegen|4|Auf Ã¤ltere Kollegen wird RÃ¼cksicht genommen und sie haben die MÃ¶glichkeit auf eines der Altersteilzeit Modelle. Da ist das Unternehmen sehr vorbildlich.
BASF SE|Chemie|October 2018|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei BASF in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Gleichberechtigung|4|Kein Unterscheidung zwischen Geschlevhtern, aber auch nicht ausgesprochen innovativ oder mitarbeiterfreundlich
BASF SE|Chemie|October 2018|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei BASF in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Gleichberechtigung|4|Kein Unterscheidung zwischen Geschlevhtern, aber auch nicht ausgesprochen innovativ oder mitarbeiterfreundlich
BASF SE|Chemie|September 2018|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei BASF in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Overall|3.8|So far the internship has been a very valuable experience for me to see what my area of interest is like
BASF SE|Chemie|September 2018|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei BASF in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|ArbeitsatmosphÃ¤re|1|Auf die Ergonomie des Arbeitsplatzes wird keinen Wert gelegt. Die ArbeitsplÃ¤tze werden so Deklariert, dass mann keine MaÃŸnahmen ergreifen muss, obwohl die ganz anders verwendet werden. BÃ¼rotÃ¤tigkeiten werden oft dauerhaft an WerkbÃ¤nken erledigt. Auch sonstige Arbeitsplatzbedingungen sind oft katastrophal. In BÃ¼ros ist es oft Ã¼ber 34Â° heiÃŸ, aber keine Klimaanlagen. PausenrÃ¤ume werden oft fÃ¼r Besprechungen genutzt, dadurch ist nicht einmal das Essen und Trinken mÃ¶glich um die Besprechung nicht zu stÃ¶ren. Mitarbeiter werden von den Vorgesetzten Ã¼ber andere Kollegen ausgefragt. Wenn man Kritik Ã¤uÃŸert wird man sofort eingeschÃ¼chtert und es wird mit Versetzung gedroht.
BASF SE|Chemie|September 2018|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei BASF in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|Wer viel macht muss noch mehr Aufgaben Ã¼bernehmen, wer den halben Tag nur privat telefoniert oder im Internet surft wird in ruhe gelassen.
BASF SE|Chemie|August 2018|9|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei BASF SE in Limburgerhof gearbeitet.|Empfohlen|Gleichberechtigung|5|Kein Thema in der Organisation
BASF SE|Chemie|August 2018|9|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei BASF SE in Limburgerhof gearbeitet.|Empfohlen|Umgang mit Ã¤lteren Kollegen|5|"Alle alten Hasen und ""HÃ¤sinen"" sind sehr geschÃ¤tzte Wissensquellen"
BASF SE|Chemie|August 2018|10|Ex-FÃ¼hrungskraft / Management|Hat im Bereich Vertrieb / Verkauf bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Empfohlen|ArbeitsatmosphÃ¤re|3|Im eigenen Team sehr gut. Ist allerdings von den Vorgesetzten abhÃ¤ngig, und da gibt es leider teilweise noch alte hierarchisch denkende Dinosaurier.
BASF SE|Chemie|August 2018|10|Ex-FÃ¼hrungskraft / Management|Hat im Bereich Vertrieb / Verkauf bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Gleichberechtigung|4|Ist gegeben
BASF SE|Chemie|August 2018|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Overall|4.2|Sehr guter Arbeitgeber. Interessante Aufgaben, sehr gute Vereinbarkeit von Familie und Beruf.
BASF SE|Chemie|August 2018|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Gleichberechtigung|5|Wird gefÃ¶rdert und ist im Vergleich zu anderen, mir bekannten Firmen auÃŸerordentlich gut.
BASF SE|Chemie|August 2018|8|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Produktion bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Empfohlen|ArbeitsatmosphÃ¤re|3|Hierarchien behindern
